#,الوحدة/الدرس/البطاقة,اسم السورة,الآية أو النطاق,نصّ البرنامج,صفحة الكتاب,صورة الصفحة,النصّ المرجعي,مصدر المرجع,نتيجة المطابقة,المقارنة الخام (أساسي),المقارنة الخام (شاهد),الفروق الحرفية,حالة التشكيل,حالة علامات الوقف,حالة رقم الآية,مواضع الظهور,الملاحظات,التوصية
٩,u1 / u1l9 / c1,سورة الناس,٣,إِلَـٰهِ ٱلنَّاسِ,١٤,pages/book-p014.png,إِلَٰهِ ٱلنَّاسِ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ١، ٢، ٣، ٤، ٥، ٦,u1/u1l9/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٩,u1 / u1l9 / c1,سورة الناس,٤,مِن شَرِّ ٱلْوَسْوَاسِ ٱلْخَنَّاسِ,١٤,pages/book-p014.png,مِن شَرِّ ٱلۡوَسۡوَاسِ ٱلۡخَنَّاسِ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٣,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ١، ٢، ٣، ٤، ٥، ٦,u1/u1l9/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٩,u1 / u1l9 / c1,سورة الناس,٥,ٱلَّذِى يُوَسْوِسُ فِى صُدُورِ ٱلنَّاسِ,١٤,pages/book-p014.png,ٱلَّذِي يُوَسۡوِسُ فِي صُدُورِ ٱلنَّاسِ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٣,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ١، ٢، ٣، ٤، ٥، ٦,u1/u1l9/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٩,u1 / u1l9 / c1,سورة الناس,٦,مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ,١٤,pages/book-p014.png,مِنَ ٱلۡجِنَّةِ وَٱلنَّاسِ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ١، ٢، ٣، ٤، ٥، ٦,u1/u1l9/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٠,u6 / u6l1 / c1,التوبة: ١١٩,١١٩,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱتَّقُوا۟ ٱللَّهَ وَكُونُوا۟ مَعَ ٱلصَّـٰدِقِينَ,٥٩,pages/book-p059.png,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱتَّقُواْ ٱللَّهَ وَكُونُواْ مَعَ ٱلصَّـٰدِقِينَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٣,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[0]/cards[0]/text · u6/lessons[0]/quiz[1]/why · u6/u6l1/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١١,u6 / u6l2 / c1,الزمر: ١٠,١٠,إِنَّمَا يُوَفَّى ٱلصَّـٰبِرُونَ أَجْرَهُم بِغَيْرِ حِسَابٍ,٥٩,pages/book-p059.png,قُلۡ يَٰعِبَادِ ٱلَّذِينَ ءَامَنُواْ ٱتَّقُواْ رَبَّكُمۡۚ لِلَّذِينَ أَحۡسَنُواْ فِي هَٰذِهِ ٱلدُّنۡيَا حَسَنَةٞۗ وَأَرۡضُ ٱللَّهِ وَٰسِعَةٌۗ إِنَّمَا يُوَفَّى ٱلصَّـٰبِرُونَ أَجۡرَهُم بِغَيۡرِ حِسَابٖ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٤,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (٠ من ٣ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[1]/cards[0]/text · u6/lessons[1]/interactions[1]/prompt · u6/lessons[1]/quiz[1]/why · u6/lessons[1]/summary/points[0] · u6/u6l2/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٢,u6 / u6l3 / c1,النساء: ٥٨,٥٨,إِنَّ ٱللَّهَ يَأْمُرُكُمْ أَن تُؤَدُّوا۟ ٱلْأَمَـٰنَـٰتِ إِلَىٰٓ أَهْلِهَا,٦٠,pages/book-p060.png,۞إِنَّ ٱللَّهَ يَأۡمُرُكُمۡ أَن تُؤَدُّواْ ٱلۡأَمَٰنَٰتِ إِلَىٰٓ أَهۡلِهَا وَإِذَا حَكَمۡتُم بَيۡنَ ٱلنَّاسِ أَن تَحۡكُمُواْ بِٱلۡعَدۡلِۚ إِنَّ ٱللَّهَ نِعِمَّا يَعِظُكُم بِهِۦٓۗ إِنَّ ٱللَّهَ كَانَ سَمِيعَۢا بَصِيرٗا,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٧,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (٠ من ٢ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[2]/cards[0]/text · u6/lessons[2]/interactions[1]/why · u6/u6l3/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٣,u6 / u6l4 / c1,يوسف: ٢٣,٢٣,وَرَٰوَدَتْهُ ٱلَّتِى هُوَ فِى بَيْتِهَا عَن نَّفْسِهِۦ وَغَلَّقَتِ ٱلْأَبْوَٰبَ وَقَالَتْ هَيْتَ لَكَ ۚ قَالَ مَعَاذَ ٱللَّهِ ۖ إِنَّهُۥ رَبِّىٓ أَحْسَنَ مَثْوَاىَ ۖ إِنَّهُۥ لَا يُفْلِحُ ٱلظَّـٰلِمُونَ,٦٠,pages/book-p060.png,وَرَٰوَدَتۡهُ ٱلَّتِي هُوَ فِي بَيۡتِهَا عَن نَّفۡسِهِۦ وَغَلَّقَتِ ٱلۡأَبۡوَٰبَ وَقَالَتۡ هَيۡتَ لَكَۚ قَالَ مَعَاذَ ٱللَّهِۖ إِنَّهُۥ رَبِّيٓ أَحۡسَنَ مَثۡوَايَۖ إِنَّهُۥ لَا يُفۡلِحُ ٱلظَّـٰلِمُونَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١٦,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (٣),مذكورة ومطابقة للنطاق: ٢٣,u6/u6l4/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٤,u6 / u6l5 / c1,الأحزاب: ٥٣,٥٣,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَدْخُلُوا۟ بُيُوتَ ٱلنَّبِىِّ إِلَّآ أَن يُؤْذَنَ لَكُمْ إِلَىٰ طَعَامٍ غَيْرَ نَـٰظِرِينَ إِنَىٰهُ وَلَـٰكِنْ إِذَا دُعِيتُمْ فَٱدْخُلُوا۟ فَإِذَا طَعِمْتُمْ فَٱنتَشِرُوا۟ وَلَا مُسْتَـْٔنِسِينَ لِحَدِيثٍ ۚ إِنَّ ذَٰلِكُمْ كَانَ يُؤْذِى ٱلنَّبِىَّ فَيَسْتَحْىِۦ مِنكُمْ ۖ وَٱللَّهُ لَا يَسْتَحْىِۦ مِنَ ٱلْحَقِّ,٦١,pages/book-p061.png,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ لَا تَدۡخُلُواْ بُيُوتَ ٱلنَّبِيِّ إِلَّآ أَن يُؤۡذَنَ لَكُمۡ إِلَىٰ طَعَامٍ غَيۡرَ نَٰظِرِينَ إِنَىٰهُ وَلَٰكِنۡ إِذَا دُعِيتُمۡ فَٱدۡخُلُواْ فَإِذَا طَعِمۡتُمۡ فَٱنتَشِرُواْ وَلَا مُسۡتَـٔۡنِسِينَ لِحَدِيثٍۚ إِنَّ ذَٰلِكُمۡ كَانَ يُؤۡذِي ٱلنَّبِيَّ فَيَسۡتَحۡيِۦ مِنكُمۡۖ وَٱللَّهُ لَا يَسۡتَحۡيِۦ مِنَ ٱلۡحَقِّۚ وَإِذَا سَأَلۡتُمُوهُنَّ مَتَٰعٗا فَسۡـَٔلُوهُنَّ مِن وَرَآءِ حِجَابٖۚ ذَٰلِكُمۡ أَطۡهَرُ لِقُلُوبِكُمۡ وَقُلُوبِهِنَّۚ وَمَا كَانَ لَكُمۡ أَن تُؤۡذُواْ رَسُولَ ٱللَّهِ وَلَآ أَن تَنكِحُوٓاْ أَزۡوَٰجَهُۥ مِنۢ بَعۡدِهِۦٓ أَبَدًاۚ إِنَّ ذَٰلِكُمۡ كَانَ عِندَ ٱللَّهِ عَظِيمًا,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٢٥,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (٢ من ٦ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[4]/cards[0]/text · u6/u6l5/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٥,u6 / u6l6 / c1,آل عمران: ١٣٩,١٣٩,وَلَا تَهِنُوا۟ وَلَا تَحْزَنُوا۟ وَأَنتُمُ ٱلْأَعْلَوْنَ إِن كُنتُم مُّؤْمِنِينَ,٦١,pages/book-p061.png,وَلَا تَهِنُواْ وَلَا تَحۡزَنُواْ وَأَنتُمُ ٱلۡأَعۡلَوۡنَ إِن كُنتُم مُّؤۡمِنِينَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٧,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ١٣٩,u6/lessons[5]/quiz[0]/why · u6/lessons[5]/summary/points[0] · u6/u6l6/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٦,u6 / u6l7 / c1,الأنفال: ٢-٤,٢,إِنَّمَا ٱلْمُؤْمِنُونَ ٱلَّذِينَ إِذَا ذُكِرَ ٱللَّهُ وَجِلَتْ قُلُوبُهُمْ وَإِذَا تُلِيَتْ عَلَيْهِمْ ءَايَـٰتُهُۥ زَادَتْهُمْ إِيمَـٰنًا وَعَلَىٰ رَبِّهِمْ يَتَوَكَّلُونَ,٦٢,pages/book-p062.png,إِنَّمَا ٱلۡمُؤۡمِنُونَ ٱلَّذِينَ إِذَا ذُكِرَ ٱللَّهُ وَجِلَتۡ قُلُوبُهُمۡ وَإِذَا تُلِيَتۡ عَلَيۡهِمۡ ءَايَٰتُهُۥ زَادَتۡهُمۡ إِيمَٰنٗا وَعَلَىٰ رَبِّهِمۡ يَتَوَكَّلُونَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١٣,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ٢، ٣، ٤,u6/u6l7/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٦,u6 / u6l7 / c1,الأنفال: ٢-٤,٣,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلَوٰةَ وَمِمَّا رَزَقْنَـٰهُمْ يُنفِقُونَ,٦٢,pages/book-p062.png,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلَوٰةَ وَمِمَّا رَزَقۡنَٰهُمۡ يُنفِقُونَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٢,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ٢، ٣، ٤,u6/u6l7/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٦,u6 / u6l7 / c1,الأنفال: ٢-٤,٤,أُو۟لَـٰٓئِكَ هُمُ ٱلْمُؤْمِنُونَ حَقًّا ۚ لَّهُمْ دَرَجَـٰتٌ عِندَ رَبِّهِمْ وَمَغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,٦٢,pages/book-p062.png,أُوْلَـٰٓئِكَ هُمُ ٱلۡمُؤۡمِنُونَ حَقّٗاۚ لَّهُمۡ دَرَجَٰتٌ عِندَ رَبِّهِمۡ وَمَغۡفِرَةٞ وَرِزۡقٞ كَرِيمٞ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١١,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (١),مذكورة ومطابقة للنطاق: ٢، ٣، ٤,u6/u6l7/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٧,u6 / u6l8 / c1,الإسراء: ٣٤,٣٤,وَأَوْفُوا۟ بِٱلْعَهْدِ ۖ إِنَّ ٱلْعَهْدَ كَانَ مَسْـُٔولًا,٦٢,pages/book-p062.png,وَلَا تَقۡرَبُواْ مَالَ ٱلۡيَتِيمِ إِلَّا بِٱلَّتِي هِيَ أَحۡسَنُ حَتَّىٰ يَبۡلُغَ أَشُدَّهُۥۚ وَأَوۡفُواْ بِٱلۡعَهۡدِۖ إِنَّ ٱلۡعَهۡدَ كَانَ مَسۡـُٔولٗا,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٨,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (١ من ٢ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[7]/cards[0]/text · u6/lessons[7]/summary/points[0] · u6/u6l8/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٨,u6 / u6l9 / c1,النساء: ٣٦,٣٦,وَٱعْبُدُوا۟ ٱللَّهَ وَلَا تُشْرِكُوا۟ بِهِۦ شَيْـًٔا ۖ وَبِٱلْوَٰلِدَيْنِ إِحْسَـٰنًا وَبِذِى ٱلْقُرْبَىٰ وَٱلْيَتَـٰمَىٰ وَٱلْمَسَـٰكِينِ وَٱلْجَارِ ذِى ٱلْقُرْبَىٰ وَٱلْجَارِ ٱلْجُنُبِ وَٱلصَّاحِبِ بِٱلْجَنۢبِ وَٱبْنِ ٱلسَّبِيلِ وَمَا مَلَكَتْ أَيْمَـٰنُكُمْ ۗ إِنَّ ٱللَّهَ لَا يُحِبُّ مَن كَانَ مُخْتَالًا فَخُورًا,٦٣,pages/book-p063.png,۞وَٱعۡبُدُواْ ٱللَّهَ وَلَا تُشۡرِكُواْ بِهِۦ شَيۡـٔٗاۖ وَبِٱلۡوَٰلِدَيۡنِ إِحۡسَٰنٗا وَبِذِي ٱلۡقُرۡبَىٰ وَٱلۡيَتَٰمَىٰ وَٱلۡمَسَٰكِينِ وَٱلۡجَارِ ذِي ٱلۡقُرۡبَىٰ وَٱلۡجَارِ ٱلۡجُنُبِ وَٱلصَّاحِبِ بِٱلۡجَنۢبِ وَٱبۡنِ ٱلسَّبِيلِ وَمَا مَلَكَتۡ أَيۡمَٰنُكُمۡۗ إِنَّ ٱللَّهَ لَا يُحِبُّ مَن كَانَ مُخۡتَالٗا فَخُورًا,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٢٨,مطابق للمرجع العثماني بعد توحيد المسافات,مطابقة للمرجع الأساسي (٢),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[8]/cards[0]/text · u6/u6l9/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
١٩,u6 / u6l10 / c1,الحج: ٧٧,٧٧,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱرْكَعُوا۟ وَٱسْجُدُوا۟ وَٱعْبُدُوا۟ رَبَّكُمْ وَٱفْعَلُوا۟ ٱلْخَيْرَ لَعَلَّكُمْ تُفْلِحُونَ,٦٣,pages/book-p063.png,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱرۡكَعُواْ وَٱسۡجُدُواْۤ وَٱعۡبُدُواْ رَبَّكُمۡ وَٱفۡعَلُواْ ٱلۡخَيۡرَ لَعَلَّكُمۡ تُفۡلِحُونَ۩,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١٤,مطابق للمرجع العثماني بعد توحيد المسافات,مطابقة للمرجع الأساسي (لا علامات),لا أرقام آيات في البطاقة (نصّ آية واحدة),u6/lessons[9]/cards[0]/text · u6/u6l10/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢٠,u7 / u7l1 / c1,الحجر: ٤٩-٥٠,٤٩,نَبِّئْ عِبَادِىٓ أَنِّىٓ أَنَا ٱلْغَفُورُ ٱلرَّحِيمُ,٦٧,pages/book-p067.png,۞نَبِّئۡ عِبَادِيٓ أَنِّيٓ أَنَا ٱلۡغَفُورُ ٱلرَّحِيمُ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٤,مطابق للمرجع العثماني بعد توحيد المسافات,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ٤٩، ٥٠,u7/u7l1/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢٠,u7 / u7l1 / c1,الحجر: ٤٩-٥٠,٥٠,وَأَنَّ عَذَابِى هُوَ ٱلْعَذَابُ ٱلْأَلِيمُ,٦٧,pages/book-p067.png,وَأَنَّ عَذَابِي هُوَ ٱلۡعَذَابُ ٱلۡأَلِيمُ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٣,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (لا علامات),مذكورة ومطابقة للنطاق: ٤٩، ٥٠,u7/u7l1/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢١,u7 / u7l2 / c1,إبراهيم: ٣٤,٣٤,وَإِن تَعُدُّوا۟ نِعْمَتَ ٱللَّهِ لَا تُحْصُوهَآ,٦٧,pages/book-p067.png,وَءَاتَىٰكُم مِّن كُلِّ مَا سَأَلۡتُمُوهُۚ وَإِن تَعُدُّواْ نِعۡمَتَ ٱللَّهِ لَا تُحۡصُوهَآۗ إِنَّ ٱلۡإِنسَٰنَ لَظَلُومٞ كَفَّارٞ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٤,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (٠ من ٢ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u7/lessons[1]/cards[0]/text · u7/lessons[1]/summary/points[0] · u7/u7l2/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢٢,u7 / u7l8 / c1,الأعراف: ١٥٦,١٥٦,وَرَحْمَتِى وَسِعَتْ كُلَّ شَىْءٍ,٦٩,pages/book-p069.png,۞وَٱكۡتُبۡ لَنَا فِي هَٰذِهِ ٱلدُّنۡيَا حَسَنَةٗ وَفِي ٱلۡأٓخِرَةِ إِنَّا هُدۡنَآ إِلَيۡكَۚ قَالَ عَذَابِيٓ أُصِيبُ بِهِۦ مَنۡ أَشَآءُۖ وَرَحۡمَتِي وَسِعَتۡ كُلَّ شَيۡءٖۚ فَسَأَكۡتُبُهَا لِلَّذِينَ يَتَّقُونَ وَيُؤۡتُونَ ٱلزَّكَوٰةَ وَٱلَّذِينَ هُم بِـَٔايَٰتِنَا يُؤۡمِنُونَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,شريحة حرفية من الآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٤,مطابق للمرجع العثماني بعد توحيد المسافات,من علامات المرجع الأساسي (٠ من ٣ في الآية),لا أرقام آيات في البطاقة (نصّ آية واحدة),u7/lessons[7]/cards[0]/text · u7/lessons[7]/quiz[0]/prompt · u7/lessons[7]/summary/points[0] · u7/u7l8/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢٣,u7 / u7l8 / c2,الزمر: ٥٣,٥٣,قُلْ يَـٰعِبَادِىَ ٱلَّذِينَ أَسْرَفُوا۟ عَلَىٰٓ أَنفُسِهِمْ لَا تَقْنَطُوا۟ مِن رَّحْمَةِ ٱللَّهِ ۚ إِنَّ ٱللَّهَ يَغْفِرُ ٱلذُّنُوبَ جَمِيعًا ۚ إِنَّهُۥ هُوَ ٱلْغَفُورُ ٱلرَّحِيمُ,٦٩,pages/book-p069.png,۞قُلۡ يَٰعِبَادِيَ ٱلَّذِينَ أَسۡرَفُواْ عَلَىٰٓ أَنفُسِهِمۡ لَا تَقۡنَطُواْ مِن رَّحۡمَةِ ٱللَّهِۚ إِنَّ ٱللَّهَ يَغۡفِرُ ٱلذُّنُوبَ جَمِيعًاۚ إِنَّهُۥ هُوَ ٱلۡغَفُورُ ٱلرَّحِيمُ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,مقطع من الآية · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ١٣,مطابق للمرجع العثماني بعد توحيد المسافات,مطابقة للمرجع الأساسي (٢),مذكورة ومطابقة للنطاق: ٥٣,u7/u7l8/cards/c2,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
٢٤,u7 / u7l11 / c1,العنكبوت: ٦٩,٦٩,وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ,٧٠,pages/book-p070.png,وَٱلَّذِينَ جَٰهَدُواْ فِينَا لَنَهۡدِيَنَّهُمۡ سُبُلَنَاۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلۡمُحۡسِنِينَ,موسوعة القرآن الكريم (quranenc.com) — رسم عثماني · عبر حزمة quran-json@3.1.2,الآية كاملة · الحروف: سليمة,مطابقة تامّة للآية,لا تطابق خام ⚠️,فروق رسم وتشكيل معروفة: ٧,مطابق تمامًا لمرجع عثماني,مطابقة للمرجع الأساسي (١),مذكورة ومطابقة للنطاق: ٦٩,u7/u7l11/cards/c1,كل مقاطعه شرائح حرفية (Unicode) من المرجع الأساسي. ويبقى «بانتظار المراجعة» حتى يصدر الاعتماد.,مطابق للمرجع الأساسي
